respondent_id,h1n1_vaccine,seasonal_vaccine
40031,0.020769273,0.028322217
40032,0.046863079,0.68506832
40033,0.14067617,0.472428449
40034,0.224058907,0.309675689
40035,0.076274084,0.832072605
40036,0.506529687,0.448688905
40037,0.244010464,0.932497426
40038,0.181077485,0.946205779
40039,0.315321884,0.784354106
40040,0.083842998,0.772910963
40041,0.407916548,0.786437671
40042,0.018686745,0.860039487
40043,0.222455388,0.653157906
40044,0.897765425,0.808372599
40045,0.202252035,0.05079235
40046,0.030680268,0.337452574
40047,0.117862635,0.679481688
40048,0.330879626,0.455447273
40049,0.748040367,0.780184272
40050,0.874768861,0.969090275
40051,0.213021643,0.767086735
40052,0.021037951,0.036507209
40053,0.036825835,0.111047032
40054,0.054624771,0.829647961
40055,0.306436708,0.392263352
40056,0.280304712,0.327394309
40057,0.762256005,0.965782211
40058,0.095593505,0.108860834
40059,0.078766974,0.50340235
40060,0.055643727,0.901254102
40061,0.043545494,0.851869965
40062,0.056330818,0.072027626
40063,0.646931006,0.724051149
40064,0.038590394,0.944494023
40065,0.884738903,0.911454081
40066,0.090864949,0.178558065
40067,0.108141331,0.29387397
40068,0.077115485,0.142084751
40069,0.763380021,0.732824872
40070,0.026700539,0.344234366
40071,0.694268025,0.965431478
40072,0.078564542,0.375242425
40073,0.051083736,0.609082632
40074,0.557866346,0.272352694
40075,0.170285217,0.171648245
40076,0.05403033,0.233278935
40077,0.133212676,0.933122941
40078,0.027148651,0.190856405
40079,0.073601886,0.583124251
40080,0.28174813,0.187243455
40081,0.091017781,0.422463693
40082,0.091818145,0.160437389
40083,0.09919238,0.275121213
40084,0.096657384,0.32736455
40085,0.035552174,0.359105274
40086,0.030596476,0.465834031
40087,0.56910303,0.339043149
40088,0.104430744,0.73136815
40089,0.539677043,0.702593779
40090,0.031415685,0.719851995
40091,0.277593706,0.821691965
40092,0.074974111,0.102374275
40093,0.062989242,0.08887328
40094,0.140907198,0.644457883
40095,0.054962542,0.250367798
40096,0.034317997,0.655489401
40097,0.520330195,0.778098336
40098,0.935941475,0.934404164
40099,0.255155935,0.773075937
40100,0.023804958,0.149682457
40101,0.133497421,0.078259204
40102,0.531811535,0.552827488
40103,0.065555411,0.90792206
40104,0.609597399,0.974704364
40105,0.407295611,0.526631096
40106,0.098175257,0.403883184
40107,0.033612637,0.177231832
40108,0.07412799,0.313923165
40109,0.185735552,0.63232512
40110,0.079322185,0.37080177
40111,0.057463011,0.142553017
40112,0.091928614,0.091789176
40113,0.327676173,0.466307029
40114,0.134017134,0.836774149
40115,0.069551379,0.77045756
40116,0.212594671,0.580293334
40117,0.014276828,0.029943834
40118,0.017839132,0.207241814
40119,0.082024193,0.142915424
40120,0.041292025,0.109673122
40121,0.490753482,0.891153812
40122,0.166828397,0.828245316
40123,0.92768637,0.940679101
40124,0.036585079,0.18117652
40125,0.133789246,0.595540031
40126,0.068876412,0.408384914
40127,0.130442776,0.685200065
40128,0.039155149,0.061386006
40129,0.405291813,0.915071058
40130,0.033735246,0.547137322
40131,0.703293838,0.860471242
40132,0.030914007,0.080502248
40133,0.114894149,0.22209346
40134,0.49739226,0.85550746
40135,0.081591822,0.947184122
40136,0.203333317,0.389903302
40137,0.084132782,0.938089606
40138,0.026251784,0.468616616
40139,0.151361508,0.61139224
40140,0.116389084,0.478696639
40141,0.167491197,0.220172488
40142,0.193122,0.683151765
40143,0.082358732,0.928759145
40144,0.057352119,0.061831619
40145,0.05009324,0.234483514
40146,0.021293632,0.036153338
40147,0.551063689,0.854237109
40148,0.574970355,0.949631841
40149,0.862510613,0.90099962
40150,0.508465917,0.675199978
40151,0.317182139,0.927391284
40152,0.094028653,0.265153013
40153,0.408941808,0.329767302
40154,0.033726635,0.147470459
40155,0.040516431,0.19802441
40156,0.574422229,0.860175297
40157,0.356252312,0.762100724
40158,0.582192887,0.824389508
40159,0.752740989,0.892986972
40160,0.582856402,0.635912976
40161,0.020519882,0.193802454
40162,0.186238495,0.875310278
40163,0.810628353,0.851571425
40164,0.166639129,0.381405303
40165,0.079353749,0.206393665
40166,0.245212784,0.227294985
40167,0.05606512,0.948362953
40168,0.162617146,0.180337002
40169,0.244320935,0.789986584
40170,0.688920308,0.61816386
40171,0.301700788,0.470424777
40172,0.823068573,0.951825164
40173,0.085602648,0.169817868
40174,0.074123125,0.395357575
40175,0.071468127,0.954594521
40176,0.198851097,0.946103081
40177,0.57683927,0.773802557
40178,0.038092144,0.540555427
40179,0.098767769,0.444175609
40180,0.100833835,0.665032453
40181,0.025456482,0.121414737
40182,0.917259031,0.965061157
40183,0.323834646,0.876578412
40184,0.019714611,0.104648512
40185,0.043782322,0.186189063
40186,0.011977924,0.285322939
40187,0.040141134,0.040740853
40188,0.90293836,0.933627342
40189,0.132824854,0.839028604
40190,0.075917718,0.577144716
40191,0.11971035,0.104777928
40192,0.466804336,0.866399204
40193,0.323867073,0.664268171
40194,0.219087757,0.410974911
40195,0.394290611,0.853214217
40196,0.91895364,0.934993012
40197,0.067900754,0.189143511
40198,0.451432667,0.45211678
40199,0.07378154,0.945715951
40200,0.131883233,0.251006754
40201,0.906168307,0.896186251
40202,0.68762862,0.779895682
40203,0.102076194,0.926002889
40204,0.039630034,0.364621093
40205,0.058733231,0.305857442
40206,0.397662629,0.759025068
40207,0.194400586,0.889217944
40208,0.366664172,0.898829649
40209,0.079827534,0.285440892
40210,0.021005862,0.101740696
40211,0.10764554,0.468270873
40212,0.47312562,0.43323995
40213,0.096970823,0.631373857
40214,0.110026554,0.090224359
40215,0.040581377,0.310572951
40216,0.451624114,0.581669114
40217,0.093200354,0.300364659
40218,0.113265066,0.527440893
40219,0.095618641,0.505725785
40220,0.052723779,0.135720178
40221,0.073463157,0.168595996
40222,0.029503943,0.129192719
40223,0.115102371,0.297187174
40224,0.116515691,0.088366099
40225,0.173473069,0.234018995
40226,0.073449071,0.101348234
40227,0.033271536,0.419631086
40228,0.088052882,0.146350882
40229,0.585824271,0.360107831
40230,0.725959631,0.551151447
40231,0.212125964,0.92397314
40232,0.027563254,0.958740551
40233,0.077129608,0.425600566
40234,0.069488444,0.067438005
40235,0.573960101,0.968815791
40236,0.868290982,0.824889191
40237,0.090348885,0.18059037
40238,0.058451843,0.075666804
40239,0.429890439,0.104006003
40240,0.826392438,0.435241246
40241,0.211757618,0.815815816
40242,0.235569575,0.584850995
40243,0.058021577,0.516123477
40244,0.07123916,0.414393422
40245,0.021945178,0.036875095
40246,0.100515089,0.395325901
40247,0.107607157,0.328782332
40248,0.167519277,0.391341804
40249,0.092961067,0.81922115
40250,0.373006117,0.889261571
40251,0.014012476,0.077355818
40252,0.766447804,0.915985886
40253,0.146878767,0.240488279
40254,0.021582186,0.313148639
40255,0.026499205,0.040049849
40256,0.155853221,0.368003615
40257,0.278651053,0.420524985
40258,0.047722112,0.497173299
40259,0.048954587,0.085934361
40260,0.325065511,0.826276955
40261,0.132471224,0.368178736
40262,0.076542819,0.649682261
40263,0.932529291,0.964111902
40264,0.092016524,0.102524749
40265,0.032449494,0.236116037
40266,0.319584348,0.286798917
40267,0.034071196,0.817868283
40268,0.01794611,0.065807103
40269,0.786498437,0.872558941
40270,0.231588567,0.230769654
40271,0.038772437,0.302424218
40272,0.826382318,0.79434673
40273,0.187430075,0.377481751
40274,0.450195488,0.854985886
40275,0.327876617,0.335941556
40276,0.086891029,0.927881641
40277,0.301434513,0.692051701
40278,0.595918822,0.499793726
40279,0.879394972,0.971893917
40280,0.792268812,0.841615127
40281,0.142067644,0.123522949
40282,0.134184786,0.211944621
40283,0.079997695,0.392325326
40284,0.0705356,0.141167561
40285,0.048760948,0.119869103
40286,0.094213209,0.280227893
40287,0.246769152,0.498604463
40288,0.117182793,0.152467869
40289,0.156401569,0.731555197
40290,0.018754418,0.932031588
40291,0.153022714,0.88541823
40292,0.040538122,0.331953461
40293,0.080617921,0.605580825
40294,0.039599689,0.171548687
40295,0.018416484,0.103841532
40296,0.050230851,0.037793688
40297,0.051527933,0.121063473
40298,0.209313347,0.083865115
40299,0.035359633,0.108276656
40300,0.469132991,0.373106004
40301,0.648589858,0.593182728
40302,0.107426489,0.575372073
40303,0.009454071,0.039270138
40304,0.013703712,0.16160593
40305,0.077118297,0.269307904
40306,0.053680106,0.307397699
40307,0.59064438,0.861199365
40308,0.23413909,0.861180407
40309,0.172074534,0.584481375
40310,0.052090108,0.076125615
40311,0.091434715,0.158560852
40312,0.096125132,0.231114837
40313,0.061916458,0.071532973
40314,0.083846947,0.942315404
40315,0.028625261,0.110251488
40316,0.031013978,0.791825959
40317,0.059408689,0.261390584
40318,0.06457436,0.159603193
40319,0.195288375,0.777014752
40320,0.032831804,0.166114406
40321,0.106160956,0.11295137
40322,0.145331805,0.332460967
40323,0.043670958,0.14986846
40324,0.029835325,0.325148762
40325,0.021507543,0.278336702
40326,0.044632616,0.032805821
40327,0.018867059,0.022712005
40328,0.13191116,0.317543818
40329,0.083433036,0.166746316
40330,0.387846991,0.492568712
40331,0.085591634,0.667047048
40332,0.027107332,0.036275856
40333,0.693449689,0.149610703
40334,0.030930908,0.504845955
40335,0.399793961,0.741993769
40336,0.11141997,0.269593236
40337,0.125503617,0.914689848
40338,0.10523876,0.485194767
40339,0.197508533,0.381583289
40340,0.166277744,0.886729139
40341,0.249268288,0.85858962
40342,0.014816004,0.104870665
40343,0.080481319,0.815050063
40344,0.436569391,0.831601073
40345,0.066388892,0.032854312
40346,0.755689019,0.894971884
40347,0.716940261,0.506250779
40348,0.049601617,0.370766323
40349,0.704496627,0.924181142
40350,0.072903853,0.141244816
40351,0.105139862,0.793517209
40352,0.063454524,0.802367714
40353,0.309720094,0.38292708
40354,0.106482766,0.307267883
40355,0.053618148,0.08578868
40356,0.109210459,0.25062439
40357,0.317302148,0.650533179
40358,0.374960024,0.248247969
40359,0.041170712,0.604800171
40360,0.148952277,0.082082946
40361,0.323656533,0.839650083
40362,0.034563807,0.044099066
40363,0.205333134,0.138773646
40364,0.037755705,0.836477512
40365,0.468282388,0.410113809
40366,0.346281985,0.229252538
40367,0.031176539,0.364336017
40368,0.184497146,0.476730239
40369,0.337509143,0.245397697
40370,0.316125735,0.737213292
40371,0.020805769,0.202164116
40372,0.085859432,0.1458967
40373,0.020663761,0.036391377
40374,0.098900259,0.95425473
40375,0.042320805,0.809907871
40376,0.17625023,0.729312355
40377,0.803144574,0.918378544
40378,0.27774165,0.408919353
40379,0.095930003,0.212499724
40380,0.076023196,0.07573035
40381,0.018210453,0.815108961
40382,0.076479454,0.189284918
40383,0.182421104,0.513596859
40384,0.084259181,0.859104961
40385,0.026331934,0.164030326
40386,0.026180045,0.547356117
40387,0.147755239,0.310573037
40388,0.544408624,0.470432728
40389,0.908520823,0.919247294
40390,0.230360788,0.574973654
40391,0.239924622,0.705202331
40392,0.025537328,0.514680871
40393,0.676097463,0.879864512
40394,0.063509342,0.251041706
40395,0.034132019,0.769907547
40396,0.628041508,0.889502931
40397,0.255313669,0.324809109
40398,0.361658119,0.823050523
40399,0.261610455,0.81490007
40400,0.121430514,0.384639676
40401,0.066469711,0.243280393
40402,0.038683784,0.080482645
40403,0.015367517,0.169829354
40404,0.054341735,0.180886999
40405,0.17977119,0.936624433
40406,0.342342594,0.828289043
40407,0.437695389,0.619527413
40408,0.048982493,0.344813248
40409,0.607951131,0.485726484
40410,0.063642549,0.401173957
40411,0.174233281,0.282685043
40412,0.130104653,0.774022687
40413,0.125312038,0.713660184
40414,0.236303568,0.908418347
40415,0.021394107,0.061144704
40416,0.066797039,0.441336824
40417,0.023772171,0.053891086
40418,0.045019941,0.184948235
40419,0.054016843,0.087005025
40420,0.021796493,0.760551646
40421,0.091268929,0.430931097
40422,0.857297986,0.784439908
40423,0.621661825,0.511937374
40424,0.072526331,0.138117291
40425,0.0862574,0.365773896
40426,0.202843473,0.441766939
40427,0.067471794,0.127555273
40428,0.646378736,0.517670555
40429,0.788634992,0.923922233
40430,0.846131921,0.968197197
40431,0.013417898,0.047831374
40432,0.08047156,0.210255521
40433,0.02998868,0.09362188
40434,0.081820135,0.191214517
40435,0.136936377,0.785782845
40436,0.067141601,0.117632727
40437,0.253739005,0.870711144
40438,0.337532035,0.848982495
40439,0.020255569,0.549360941
40440,0.04052715,0.091237486
40441,0.758874787,0.239421143
40442,0.122588045,0.24963523
40443,0.029206423,0.414106934
40444,0.156285752,0.124012214
40445,0.215503935,0.503640421
40446,0.373392061,0.562513118
40447,0.561917881,0.562539253
40448,0.227759198,0.516544398
40449,0.133940241,0.745445364
40450,0.038577572,0.138350453
40451,0.374231591,0.646887204
40452,0.062454989,0.127579578
40453,0.922830608,0.960967046
40454,0.022754641,0.056338001
40455,0.858494625,0.925090179
40456,0.146138068,0.314433946
40457,0.036280568,0.833088398
40458,0.030225226,0.204317735
40459,0.935707253,0.96217751
40460,0.059305101,0.869151077
40461,0.026308195,0.066882146
40462,0.771860706,0.78289283
40463,0.029632041,0.76447342
40464,0.109773924,0.463044755
40465,0.017630914,0.193873178
40466,0.031927445,0.566693452
40467,0.297174763,0.295022272
40468,0.127206867,0.812673174
40469,0.038584232,0.687124649
40470,0.039567349,0.321689481
40471,0.078127752,0.224817615
40472,0.029317846,0.165471729
40473,0.037284337,0.529260554
40474,0.109423587,0.283146919
40475,0.076081898,0.482204197
40476,0.060961567,0.064392284
40477,0.475710218,0.612628545
40478,0.059117765,0.302764421
40479,0.11723749,0.216686632
40480,0.310468497,0.615108504
40481,0.044503313,0.257414034
40482,0.846646769,0.651565016
40483,0.014680542,0.060761622
40484,0.901741054,0.978479351
40485,0.116732049,0.442270322
40486,0.04347681,0.069292748
40487,0.158554268,0.559146346
40488,0.481083948,0.814972098
40489,0.3414757,0.446304239
40490,0.24808608,0.365336739
40491,0.185329479,0.663451957
40492,0.226093498,0.682673758
40493,0.105666921,0.672805525
40494,0.020715882,0.053706963
40495,0.370543896,0.694814035
40496,0.299008468,0.806786555
40497,0.127952142,0.83978882
40498,0.039138554,0.464743765
40499,0.271540631,0.429852778
40500,0.079455533,0.14526791
40501,0.081075801,0.665123784
40502,0.060853618,0.121902596
40503,0.055120388,0.672162412
40504,0.050798996,0.107974458
40505,0.034344012,0.294583882
40506,0.069492616,0.804518182
40507,0.126115916,0.715648464
40508,0.426972435,0.44887352
40509,0.048800752,0.164437579
40510,0.058599945,0.924746611
40511,0.391561889,0.557665683
40512,0.683769184,0.783510004
40513,0.079782284,0.426724835
40514,0.031984687,0.949351339
40515,0.157112935,0.876101171
40516,0.373691923,0.820104621
40517,0.034727257,0.133816868
40518,0.026782034,0.023901512
40519,0.227537824,0.354385127
40520,0.877095661,0.957808974
40521,0.680844379,0.894223515
40522,0.120750562,0.774598226
40523,0.01776088,0.374102703
40524,0.041500655,0.54277741
40525,0.728200476,0.888516126
40526,0.17765544,0.422580733
40527,0.866465558,0.90422428
40528,0.027183506,0.133769695
40529,0.224943848,0.166685656
40530,0.085891397,0.186043032
40531,0.024368679,0.379947698
40532,0.053842891,0.134064142
40533,0.560709707,0.953543515
40534,0.167584758,0.299518996
40535,0.290451291,0.503314113
40536,0.05180287,0.065875809
40537,0.011792005,0.209196889
40538,0.028910392,0.896273584
40539,0.029706164,0.601586133
40540,0.562507024,0.800519418
40541,0.09394853,0.945843087
40542,0.032984913,0.07980093
40543,0.043581221,0.157109417
40544,0.028316757,0.178136171
40545,0.136260454,0.815758344
40546,0.192630091,0.251912549
40547,0.064120029,0.338617313
40548,0.028421663,0.145069484
40549,0.086679679,0.915734457
40550,0.040871218,0.093066645
40551,0.302133385,0.49808056
40552,0.154814515,0.512879071
40553,0.206871296,0.234793431
40554,0.814652471,0.701289623
40555,0.026355995,0.330316284
40556,0.153566786,0.213678904
40557,0.243733232,0.688538727
40558,0.651112994,0.59716104
40559,0.399254645,0.809653866
40560,0.084278928,0.880550299
40561,0.044130518,0.363503736
40562,0.112561463,0.11089359
40563,0.034692641,0.254206958
40564,0.321001719,0.514138848
40565,0.658739372,0.354830245
40566,0.038648932,0.12159308
40567,0.402440028,0.647945924
40568,0.016220634,0.096554716
40569,0.259949062,0.958758827
40570,0.562076083,0.517537882
40571,0.026003602,0.728528557
40572,0.087636161,0.757566594
40573,0.055631725,0.384033473
40574,0.011951409,0.772792822
40575,0.813328443,0.43399293
40576,0.023881868,0.041555692
40577,0.077313515,0.186405696
40578,0.123287361,0.114009631
40579,0.019582608,0.235025339
40580,0.062749954,0.14353095
40581,0.146627461,0.157087664
40582,0.334038014,0.861029145
40583,0.06777253,0.153096633
40584,0.249197347,0.399706899
40585,0.085392022,0.113932389
40586,0.029858857,0.107567446
40587,0.155846096,0.344279113
40588,0.188746445,0.81795814
40589,0.09669002,0.556679636
40590,0.125561877,0.81842385
40591,0.096016393,0.961216368
40592,0.36779881,0.704736605
40593,0.068258192,0.3888849
40594,0.030432491,0.085914346
40595,0.30296651,0.860025003
40596,0.053994748,0.61381627
40597,0.027418936,0.953510991
40598,0.109235611,0.393477375
40599,0.039540992,0.180358744
40600,0.20133091,0.386296621
40601,0.047041195,0.38196731
40602,0.044611304,0.115023787
40603,0.15571337,0.296723556
40604,0.452977043,0.151745673
40605,0.389178783,0.488287079
40606,0.473975208,0.738511119
40607,0.140648998,0.78180586
40608,0.084720333,0.153590372
40609,0.107724212,0.208817739
40610,0.575634413,0.557043698
40611,0.093776738,0.213392395
40612,0.191238373,0.785543674
40613,0.446913631,0.524729806
40614,0.044624696,0.124393231
40615,0.015837255,0.102399164
40616,0.030433663,0.20298968
40617,0.081759246,0.904798246
40618,0.04433727,0.06726866
40619,0.344217523,0.889800149
40620,0.50975481,0.657583788
40621,0.085932594,0.261925106
40622,0.031367685,0.079572887
40623,0.097699923,0.767677242
40624,0.877540427,0.937138069
40625,0.036798274,0.790831237
40626,0.038469586,0.099831316
40627,0.146376737,0.559322225
40628,0.009156744,0.051554316
40629,0.022417224,0.260662038
40630,0.250276871,0.360562673
40631,0.036475613,0.257297722
40632,0.498752758,0.54341814
40633,0.045242405,0.315845264
40634,0.121319168,0.409593823
40635,0.094505977,0.917197105
40636,0.124317439,0.643154036
40637,0.767787869,0.865919946
40638,0.025538989,0.834631345
40639,0.11190242,0.487035528
40640,0.026592436,0.683297297
40641,0.037365267,0.147291544
40642,0.231133241,0.341105537
40643,0.10548438,0.172100505
40644,0.045505222,0.546164234
40645,0.070214502,0.115965474
40646,0.470820237,0.882396173
40647,0.658444327,0.882369042
40648,0.297471838,0.864983264
40649,0.079305326,0.821300331
40650,0.174924848,0.871908188
40651,0.294121887,0.721988983
40652,0.390390597,0.700687948
40653,0.064966957,0.286325427
40654,0.096273565,0.251519896
40655,0.249806944,0.301667723
40656,0.094178838,0.187458655
40657,0.434365144,0.71462582
40658,0.225347667,0.49222566
40659,0.010474724,0.093479636
40660,0.044798948,0.317891739
40661,0.054675592,0.143576995
40662,0.924344997,0.946164372
40663,0.503669128,0.679137177
40664,0.486241338,0.75918169
40665,0.148248957,0.177411139
40666,0.161884547,0.398358787
40667,0.228425972,0.432993872
40668,0.114718737,0.31143209
40669,0.061742886,0.226011881
40670,0.023265929,0.244022198
40671,0.232575056,0.743591737
40672,0.814049256,0.893518224
40673,0.25255339,0.606634268
40674,0.04031761,0.207374959
40675,0.807642251,0.919478532
40676,0.04379525,0.139930204
40677,0.027063297,0.586436325
40678,0.225436907,0.07368845
40679,0.09683648,0.294774085
40680,0.035267323,0.335874661
40681,0.038396065,0.777011981
40682,0.31192679,0.8036942
40683,0.067306192,0.291222994
40684,0.037698616,0.267292698
40685,0.05408833,0.762099458
40686,0.027923812,0.945174287
40687,0.637018077,0.720197129
40688,0.201387632,0.502657253
40689,0.891799021,0.931581336
40690,0.02913993,0.425162094
40691,0.026310664,0.038897244
40692,0.53403959,0.523232704
40693,0.033363218,0.862102825
40694,0.034752516,0.942516327
40695,0.034323468,0.343119662
40696,0.034340243,0.049106626
40697,0.205572584,0.301204711
40698,0.16095443,0.822581585
40699,0.520399792,0.935050074
40700,0.208209101,0.636557509
40701,0.669895294,0.8878561
40702,0.236651765,0.285466902
40703,0.158675506,0.394155253
40704,0.568860657,0.92561794
40705,0.177388483,0.359072894
40706,0.05542459,0.153218064
40707,0.412887687,0.874753627
40708,0.764371876,0.892791589
40709,0.169705834,0.477361138
40710,0.848205885,0.306200842
40711,0.041943692,0.889501348
40712,0.029561153,0.079015502
40713,0.147559062,0.643162294
40714,0.093017784,0.128170033
40715,0.859521049,0.853066912
40716,0.030496184,0.270983098
40717,0.188438701,0.232735113
40718,0.062860626,0.718256055
40719,0.031380366,0.290216699
40720,0.07405432,0.433029297
40721,0.156566812,0.914507355
40722,0.052823261,0.30202909
40723,0.063109484,0.079881563
40724,0.11869396,0.242903848
40725,0.097560742,0.322830645
40726,0.124886354,0.162137595
40727,0.044599324,0.115364986
40728,0.030324564,0.183141144
40729,0.020088865,0.307188872
40730,0.174462578,0.487021643
40731,0.075803793,0.416772249
40732,0.039998146,0.061851095
40733,0.061324334,0.969249953
40734,0.241301959,0.265546069
40735,0.210718229,0.65186412
40736,0.235549316,0.406603807
40737,0.023139851,0.054656927
40738,0.186068788,0.854816274
40739,0.022771152,0.07067325
40740,0.025399237,0.21793604
40741,0.022021858,0.043689238
40742,0.087381951,0.236604814
40743,0.311384442,0.838879328
40744,0.061278112,0.539671516
40745,0.02078773,0.895856019
40746,0.030633901,0.080759006
40747,0.086799249,0.342054436
40748,0.048428925,0.376032433
40749,0.205820476,0.367656011
40750,0.244393247,0.131031974
40751,0.048649107,0.924584361
40752,0.2290138,0.192926701
40753,0.674514417,0.789715614
40754,0.022881682,0.181449712
40755,0.18417081,0.914233018
40756,0.187223149,0.327457942
40757,0.098150707,0.498583378
40758,0.569712091,0.876892386
40759,0.090744679,0.292739494
40760,0.026053406,0.811268612
40761,0.907479194,0.922886399
40762,0.042298982,0.561533383
40763,0.018182319,0.062799335
40764,0.075975416,0.040577919
40765,0.227900993,0.410387568
40766,0.750331471,0.884697644
40767,0.057670404,0.051218739
40768,0.174886797,0.275993986
40769,0.065226647,0.130117789
40770,0.010947692,0.049073495
40771,0.110472814,0.367983092
40772,0.892205056,0.846041903
40773,0.026247658,0.30231025
40774,0.048721814,0.473810649
40775,0.055609216,0.053367103
40776,0.130418133,0.33558042
40777,0.520314031,0.735961186
40778,0.018137242,0.04487302
40779,0.034308956,0.485765173
40780,0.041577749,0.935744598
40781,0.649936277,0.926349156
40782,0.345122746,0.50040318
40783,0.048066584,0.339785753
40784,0.04848674,0.175804547
40785,0.01415383,0.44541918
40786,0.06129797,0.32004193
40787,0.076384481,0.343834744
40788,0.043094742,0.106737071
40789,0.092123963,0.273771738
40790,0.093206053,0.841575641
40791,0.027205966,0.141537317
40792,0.222310087,0.570452757
40793,0.274767485,0.086983136
40794,0.071174362,0.257551395
40795,0.255260083,0.471962122
40796,0.029498287,0.216251869
40797,0.248203991,0.621282636
40798,0.023216101,0.662285217
40799,0.898620002,0.937077409
40800,0.022178106,0.048163414
40801,0.108657812,0.213011461
40802,0.050970154,0.09135241
40803,0.232454178,0.54645378
40804,0.802220973,0.961816921
40805,0.513743463,0.64903748
40806,0.353231776,0.63703572
40807,0.156196843,0.14807761
40808,0.044511519,0.140864935
40809,0.0240656,0.02187753
40810,0.078617491,0.193094704
40811,0.088491688,0.85785437
40812,0.028359177,0.164937933
40813,0.056429286,0.19801613
40814,0.226569269,0.193318939
40815,0.127254318,0.138048885
40816,0.018902998,0.17281844
40817,0.050728399,0.117235355
40818,0.056510664,0.113308039
40819,0.119663966,0.851388222
40820,0.03685247,0.193645916
40821,0.14746313,0.566520134
40822,0.099043386,0.377967004
40823,0.683966644,0.850235882
40824,0.149390256,0.4902978
40825,0.100726421,0.541930721
40826,0.658801288,0.795982829
40827,0.032704825,0.923418457
40828,0.061624366,0.143624476
40829,0.043937767,0.851370089
40830,0.029660669,0.532876273
40831,0.252065871,0.684852266
40832,0.94475286,0.788483252
40833,0.88565152,0.939195904
40834,0.121725464,0.165203473
40835,0.093312365,0.470993061
40836,0.077533206,0.843185197
40837,0.040343868,0.098079014
40838,0.125627094,0.586894023
40839,0.171104623,0.649868414
40840,0.637195969,0.873406896
40841,0.265278035,0.716464429
40842,0.560303622,0.532469412
40843,0.470710616,0.720090223
40844,0.040104799,0.376998657
40845,0.090386254,0.15191657
40846,0.124096463,0.74457465
40847,0.547514274,0.647915476
40848,0.253113961,0.598880668
40849,0.161806295,0.98248207
40850,0.513942618,0.791712276
40851,0.081780708,0.145129582
40852,0.038979412,0.089248252
40853,0.865852186,0.787135939
40854,0.533421925,0.883611832
40855,0.062699551,0.879452198
40856,0.043036747,0.710454073
40857,0.323861025,0.557499541
40858,0.132333435,0.24720606
40859,0.152970665,0.257900051
40860,0.813782106,0.866170037
40861,0.030581181,0.487005325
40862,0.036866018,0.157768926
40863,0.092131153,0.2241826
40864,0.041169153,0.625464217
40865,0.068800922,0.197858803
40866,0.026686112,0.709886933
40867,0.068391416,0.819176964
40868,0.096910065,0.352160352
40869,0.120310994,0.667627758
40870,0.008301103,0.050983637
40871,0.338747839,0.500426998
40872,0.039456626,0.385241431
40873,0.862228017,0.8046137
40874,0.539364979,0.831212087
40875,0.190368961,0.568508648
40876,0.756652975,0.825736572
40877,0.168187465,0.516962869
40878,0.06578947,0.20903844
40879,0.069885593,0.942441582
40880,0.369939948,0.900097369
40881,0.046032599,0.672346977
40882,0.525862627,0.91548095
40883,0.702006902,0.758111714
40884,0.035147506,0.232011171
40885,0.179158344,0.927695902
40886,0.01403211,0.144448637
40887,0.031593805,0.811991565
40888,0.093011339,0.784091362
40889,0.018716296,0.945640034
40890,0.218503325,0.351442416
40891,0.046547647,0.275701044
40892,0.236025771,0.395331784
40893,0.568736637,0.757492496
40894,0.04003311,0.16989587
40895,0.650647689,0.799000703
40896,0.04779518,0.285512422
40897,0.59019794,0.785193256
40898,0.71448468,0.826401423
40899,0.081229597,0.817944703
40900,0.033127557,0.160110819
40901,0.37349851,0.526952339
40902,0.298380479,0.586303387
40903,0.02197679,0.083322789
40904,0.282930057,0.64230628
40905,0.530558951,0.916074679
40906,0.784616048,0.850214952
40907,0.31500446,0.261269765
40908,0.10888346,0.692904682
40909,0.109146476,0.39477725
40910,0.712968284,0.599524289
40911,0.030856099,0.626369144
40912,0.096407593,0.186289031
40913,0.1162945,0.34891992
40914,0.41232038,0.912002713
40915,0.11347039,0.464296866
40916,0.054735525,0.170109456
40917,0.02608869,0.360153913
40918,0.373905008,0.259739368
40919,0.466755518,0.934305079
40920,0.114194352,0.107755916
40921,0.040591962,0.321098233
40922,0.125051405,0.340309924
40923,0.116934998,0.240665081
40924,0.046007695,0.148780288
40925,0.042480319,0.065058485
40926,0.532792779,0.573080728
40927,0.113010551,0.290662051
40928,0.20195179,0.726853755
40929,0.034289454,0.296210151
40930,0.090307377,0.888513745
40931,0.217145458,0.422601201
40932,0.346588804,0.118019596
40933,0.62137698,0.720242481
40934,0.872574171,0.95425444
40935,0.218034678,0.671994043
40936,0.137677766,0.455309134
40937,0.077165942,0.141495352
40938,0.059045912,0.223097813
40939,0.090385779,0.829151053
40940,0.040206333,0.227660715
40941,0.034438279,0.162136894
40942,0.033646925,0.258213779
40943,0.010647418,0.049109206
40944,0.037357066,0.294336971
40945,0.092115494,0.626490887
40946,0.10995352,0.337503126
40947,0.142579506,0.072188256
40948,0.11231008,0.189863181
40949,0.010781437,0.837275034
40950,0.119825607,0.959808497
40951,0.536557505,0.843824197
40952,0.10303187,0.418376526
40953,0.160811607,0.943747755
40954,0.381356262,0.97907801
40955,0.041440675,0.291467258
40956,0.048986401,0.508551474
40957,0.036001574,0.139818258
40958,0.478496651,0.629546526
40959,0.023328446,0.125404953
40960,0.653076776,0.730117924
40961,0.143253554,0.176683237
